É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2023/10/20 10:42:07

,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû
2020/11/19,7.0,0,8,1,0,1,8,,,,1,3.6,8,1,16.5,8,1,74,8,1,1018.4,8,1,1015.6,8,1,8.5,8,1,19.1,8,1,10.49,8,1,0,1,8,1,0,1,8,1,24.9,8,2020/11/19 12:12,8,1,13.2,8,2020/11/19 06:29,8,1,ìÏ,8,1,7.8,8,2020/11/19 21:38,8,ìÏ,8,1,1012.7,0,8,2020/11/19 23:06,0,8,1,58,8,2020/11/19 12:35,8,1,0,1,8,2020/11/20 0:00,1,8,1,15.5,8,2020/11/19 21:32,8,ìÏìÏêº,8,1,ê∞àÍéûîñì‹,8,1,îñì‹àÍéûê∞,8,1
2020/11/20,0.4,0,8,1,0,1,8,,,,1,5.5,8,1,19.1,8,1,73,8,1,1007.7,8,1,1004.9,8,1,10.0,8,1,21.9,8,1,3.25,8,1,0.0,0,8,1,0,1,8,1,23.9,8,2020/11/20 12:48,8,1,18.5,8,2020/11/20 23:50,8,1,ìÏ,8,1,9.0,8,2020/11/20 15:58,8,ìÏ,8,1,1004.3,0,8,2020/11/20 16:02,0,8,1,64,8,2020/11/20 11:35,8,1,0.0,0,8,2020/11/20 11:36,0,8,1,16.4,8,2020/11/20 11:53,8,ìÏ,8,1,ì‹,8,1,ì‹àÍéûê∞,8,1
2020/11/21,9.1,0,8,1,0,1,8,,,,1,3.6,8,1,8.7,8,1,46,8,1,1015.1,8,1,1012.3,8,1,2.5,8,1,16.6,8,1,12.70,8,1,0,1,8,1,0,1,8,1,20.2,8,2020/11/21 11:52,8,1,11.1,8,2020/11/21 23:43,8,1,ñkñkêº,8,1,8.2,8,2020/11/21 13:25,8,ñkêº,8,1,1005.9,0,8,2020/11/21 00:19,0,8,1,26,8,2020/11/21 14:26,8,1,0,1,8,2020/11/22 0:00,1,8,1,15.9,8,2020/11/21 08:53,8,ñkñkêº,8,1,âıê∞,8,1,âıê∞,8,1
2020/11/22,8.0,0,8,1,0,1,8,,,,1,2.8,8,1,11.6,8,1,66,8,1,1018.7,8,1,1015.7,8,1,1.3,8,1,15.0,8,1,11.50,8,1,0,1,8,1,0,1,8,1,19.3,8,2020/11/22 14:37,8,1,8.5,8,2020/11/22 06:54,8,1,ìÏ,8,1,8.1,8,2020/11/22 14:52,8,ìÏìÏêº,8,1,1010.8,0,8,2020/11/23 0:00,0,8,1,48,8,2020/11/22 11:58,8,1,0,1,8,2020/11/23 0:00,1,8,1,14.1,8,2020/11/22 14:48,8,ìÏìÏêº,8,1,ê∞,8,1,ê∞éûÅXì‹,8,1
2020/11/23,5.6,0,8,1,0,1,8,,,,1,2.6,8,1,9.3,8,1,54,8,1,1014.1,8,1,1011.2,8,1,7.5,8,1,15.5,8,1,9.98,8,1,0.0,0,8,1,0,1,8,1,20.9,8,2020/11/23 12:46,8,1,11.4,8,2020/11/23 05:33,8,1,ñkñkêº,8,1,6.1,8,2020/11/23 13:09,8,ñkêº,8,1,1008.4,0,8,2020/11/23 04:34,0,8,1,31,8,2020/11/23 12:48,8,1,0.0,0,8,2020/11/23 02:11,0,8,1,12.6,8,2020/11/23 13:01,8,ñkñkêº,8,1,ê∞å„ì‹,8,1,ì‹,8,1
2020/11/24,0.0,0,8,1,0,1,8,,,,1,2.7,8,1,7.8,8,1,56,8,1,1024.4,8,1,1021.4,8,1,10.0,8,1,11.8,8,1,3.46,8,1,0.0,0,8,1,0,1,8,1,13.3,8,2020/11/24 00:24,8,1,10.1,8,2020/11/25 0:00,8,1,ñkñkêº,8,1,5.8,8,2020/11/24 03:26,8,ñkñkêº,8,1,1020.3,0,8,2020/11/24 00:50,0,8,1,40,8,2020/11/24 06:07,8,1,0.0,0,8,2020/11/24 23:46,0,8,1,11.3,8,2020/11/24 04:04,8,ñkêº,8,1,ì‹éûÅXâJ,8,1,âJéûÅXì‹,8,1
2020/11/25,0.0,0,8,1,0,1,8,,,,1,2.3,8,1,11.9,8,1,94,8,1,1022.5,8,1,1019.6,8,1,10.0,8,1,10.5,8,1,2.93,8,1,5.0,0,8,1,0,1,8,1,12.1,8,2020/11/25 21:15,8,1,9.2,8,2020/11/25 05:54,8,1,ñkêº,8,1,4.6,8,2020/11/25 03:24,8,ñkêº,8,1,1020.3,0,8,2020/11/25 15:02,0,8,1,86,8,2020/11/25 03:22,8,1,1.5,0,8,2020/11/25 11:40,0,8,1,8.2,8,2020/11/25 03:21,8,ñkêº,8,1,âJå„ì‹,8,1,ì‹éûÅXê∞,8,1
2020/11/26,8.0,0,8,1,0,1,8,,,,1,1.5,8,1,11.7,8,1,81,8,1,1020.8,8,1,1017.9,8,1,4.8,8,1,12.8,8,1,11.58,8,1,0,1,8,1,0,1,8,1,18.6,8,2020/11/26 13:04,8,1,9.2,8,2020/11/26 02:20,8,1,ñkñkêº,8,1,4.2,8,2020/11/26 14:19,8,ìÏìÏìå,8,1,1019.2,0,8,2020/11/26 15:18,0,8,1,43,8,2020/11/26 13:16,8,1,0,1,8,2020/11/27 0:00,1,8,1,5.8,8,2020/11/26 14:13,8,ìÏìÏìå,8,1,ê∞,8,1,ì‹éûÅXê∞,8,1
2020/11/27,1.2,0,8,1,0,1,8,,,,1,2.5,8,1,10.6,8,1,78,8,1,1019.4,8,1,1016.5,8,1,9.5,8,1,11.6,8,1,4.55,8,1,0.0,0,8,1,0,1,8,1,13.2,8,2020/11/27 11:27,8,1,10.2,8,2020/11/27 21:51,8,1,ñkìå,8,1,4.8,8,2020/11/27 09:47,8,ñkìå,8,1,1012.3,0,8,2020/11/28 0:00,0,8,1,69,8,2020/11/27 09:32,8,1,0.0,0,8,2020/11/27 21:21,0,8,1,8.6,8,2020/11/27 09:09,8,ìåñkìå,8,1,ì‹àÍéûê∞,8,1,ì‹å„àÍéûê∞,8,1
2020/11/28,8.8,0,8,1,0,1,8,,,,1,3.5,8,1,7.5,8,1,56,8,1,1013.5,8,1,1010.5,8,1,5.0,8,1,11.8,8,1,12.12,8,1,0,1,8,1,0,1,8,1,17.3,8,2020/11/28 12:26,8,1,8.8,8,2020/11/28 23:25,8,1,ñkñkêº,8,1,8.0,8,2020/11/28 14:37,8,ñkñkêº,8,1,1008.6,0,8,2020/11/28 05:05,0,8,1,32,8,2020/11/28 13:50,8,1,0,1,8,2020/11/29 0:00,1,8,1,15.4,8,2020/11/28 14:28,8,ñkñkêº,8,1,ê∞,8,1,ì‹àÍéûê∞,8,1
2020/11/29,1.2,0,8,1,0,1,8,,,,1,2.0,8,1,6.9,8,1,56,8,1,1021.9,8,1,1018.9,8,1,8.0,8,1,10.1,8,1,6.18,8,1,0,1,8,1,0,1,8,1,13.7,8,2020/11/29 12:24,8,1,7.5,8,2020/11/29 06:43,8,1,ìåñkìå,8,1,4.6,8,2020/11/29 01:14,8,ñkñkêº,8,1,1019.4,0,8,2020/11/29 01:12,0,8,1,37,8,2020/11/29 11:00,8,1,0,1,8,2020/11/30 0:00,1,8,1,8.7,8,2020/11/29 01:07,8,ñkñkêº,8,1,ì‹,8,1,ê∞,8,1
2020/11/30,6.8,0,8,1,0,1,8,,,,1,1.8,8,1,8.3,8,1,69,8,1,1023.6,8,1,1020.6,8,1,6.3,8,1,9.9,8,1,10.43,8,1,0,1,8,1,0,1,8,1,14.9,8,2020/11/30 12:51,8,1,5.2,8,2020/11/30 06:44,8,1,ñkêº,8,1,3.9,8,2020/11/30 02:30,8,ñkêº,8,1,1022.0,0,8,2020/11/30 13:22,0,8,1,43,8,2020/11/30 14:09,8,1,0,1,8,2020/12/1 0:00,1,8,1,6.7,8,2020/11/30 17:20,8,ìåñkìå,8,1,ê∞,8,1,ê∞éûÅXì‹,8,1
2020/12/1,8.8,0,8,1,0,1,8,,,,1,2.0,8,1,8.0,8,1,66,8,1,1027.3,8,1,1024.4,8,1,0.8,8,1,10.2,8,1,11.39,8,1,0,1,8,1,0,1,8,1,14.9,8,2020/12/1 13:00,8,1,5.6,8,2020/12/1 07:01,8,1,ñk,8,1,3.9,8,2020/12/1 19:41,8,ìå,8,1,1025.6,0,8,2020/12/1 15:48,0,8,1,42,8,2020/12/1 13:27,8,1,0,1,8,2020/12/2 0:00,1,8,1,6.4,8,2020/12/1 18:34,8,ìå,8,1,ê∞,8,1,ê∞å„éûÅXì‹,8,1
2020/12/2,0.0,0,8,1,0,1,8,,,,1,2.3,8,1,8.7,8,1,81,8,1,1025.8,8,1,1022.8,8,1,9.8,8,1,8.2,8,1,2.27,8,1,8.0,0,8,1,0,1,8,1,10.2,8,2020/12/2 12:19,8,1,7.0,8,2020/12/2 17:37,8,1,ñkñkêº,8,1,4.4,8,2020/12/2 14:49,8,ñkñkìå,8,1,1021.7,0,8,2020/12/2 23:55,0,8,1,60,8,2020/12/2 09:10,8,1,1.0,0,8,2020/12/2 17:16,0,8,1,7.5,8,2020/12/2 13:56,8,ñkñkìå,8,1,ì‹éûÅXâJ,8,1,âJéûÅXì‹,8,1
2020/12/3,0.0,0,8,1,0,1,8,,,,1,2.1,8,1,9.8,8,1,91,8,1,1017.5,8,1,1014.5,8,1,8.0,8,1,8.1,8,1,3.29,8,1,0.0,0,8,1,0,1,8,1,10.6,8,2020/12/3 14:24,8,1,6.7,8,2020/12/4 0:00,8,1,ñkêº,8,1,4.6,8,2020/12/3 04:40,8,ñkñkêº,8,1,1014.6,0,8,2020/12/3 15:49,0,8,1,80,8,2020/12/3 13:49,8,1,0.0,0,8,2020/12/3 08:16,0,8,1,7.0,8,2020/12/3 04:37,8,ñkñkêº,8,1,ì‹,8,1,ê∞àÍéûì‹,8,1
2020/12/4,7.1,0,8,1,0,1,8,,,,1,2.1,8,1,6.9,8,1,61,8,1,1022.4,8,1,1019.4,8,1,5.3,8,1,9.2,8,1,10.76,8,1,0,1,8,1,0,1,8,1,13.9,8,2020/12/4 13:57,8,1,5.5,8,2020/12/4 04:26,8,1,ñk,8,1,4.9,8,2020/12/4 11:54,8,ñkñkêº,8,1,1017.4,0,8,2020/12/4 00:05,0,8,1,31,8,2020/12/4 14:00,8,1,0,1,8,2020/12/5 0:00,1,8,1,10.3,8,2020/12/4 11:47,8,ñkñkêº,8,1,ê∞å„àÍéûì‹,8,1,ê∞å„ì‹àÍéûâJ,8,1
2020/12/5,0.0,0,8,1,0,1,8,,,,1,2.1,8,1,8.4,8,1,86,8,1,1024.7,8,1,1021.7,8,1,10.0,8,1,6.6,8,1,2.04,8,1,3.5,0,8,1,0,1,8,1,7.7,8,2020/12/5 21:10,8,1,4.4,8,2020/12/5 07:08,8,1,ñkêº,8,1,3.9,8,2020/12/5 11:38,8,ñkêº,8,1,1023.0,0,8,2020/12/5 14:44,0,8,1,50,8,2020/12/5 01:03,8,1,0.5,0,8,2020/12/5 13:19,0,8,1,6.2,8,2020/12/5 11:06,8,ñkêº,8,1,âJå„éûÅXì‹,8,1,ì‹å„ê∞,8,1
2020/12/6,5.8,0,8,1,0,1,8,,,,1,1.6,8,1,8.5,8,1,80,8,1,1024.1,8,1,1021.1,8,1,4.8,8,1,8.2,8,1,8.98,8,1,0,1,8,1,0,1,8,1,13.5,8,2020/12/6 13:33,8,1,4.4,8,2020/12/6 06:46,8,1,ñk,8,1,3.9,8,2020/12/6 03:10,8,ñkêº,8,1,1022.4,0,8,2020/12/6 14:31,0,8,1,51,8,2020/12/6 13:49,8,1,0,1,8,2020/12/7 0:00,1,8,1,5.6,8,2020/12/6 07:48,8,ñkñkêº,8,1,ê∞éûÅXì‹,8,1,âıê∞,8,1
2020/12/7,8.8,0,8,1,0,1,8,,,,1,1.5,8,1,8.3,8,1,71,8,1,1019.8,8,1,1016.8,8,1,0.8,8,1,9.7,8,1,11.22,8,1,0,1,8,1,0,1,8,1,16.1,8,2020/12/7 13:47,8,1,4.7,8,2020/12/7 06:49,8,1,ñkñkêº,8,1,3.6,8,2020/12/7 14:50,8,ìÏìÏìå,8,1,1016.3,0,8,2020/12/7 23:13,0,8,1,40,8,2020/12/7 13:58,8,1,0,1,8,2020/12/8 0:00,1,8,1,5.7,8,2020/12/7 04:39,8,ñk,8,1,âıê∞,8,1,ê∞àÍéûì‹,8,1
2020/12/8,6.7,0,8,1,0,1,8,,,,1,2.0,8,1,8.6,8,1,66,8,1,1017.3,8,1,1014.4,8,1,5.0,8,1,11.4,8,1,10.03,8,1,0.0,0,8,1,0,1,8,1,17.2,8,2020/12/8 13:05,8,1,5.8,8,2020/12/8 05:41,8,1,ñkêº,8,1,4.2,8,2020/12/8 23:28,8,ñkìå,8,1,1015.2,0,8,2020/12/8 03:48,0,8,1,37,8,2020/12/8 15:10,8,1,0.0,0,8,2020/12/8 17:45,0,8,1,7.8,8,2020/12/8 23:20,8,ñk,8,1,ê∞å„éûÅXì‹,8,1,ì‹,8,1
2020/12/9,0.7,0,8,1,0,1,8,,,,1,2.1,8,1,7.3,8,1,61,8,1,1023.2,8,1,1020.2,8,1,10.0,8,1,9.8,8,1,4.21,8,1,0.0,0,8,1,0,1,8,1,12.2,8,2020/12/9 13:29,8,1,7.9,8,2020/12/9 19:56,8,1,ñkñkìå,8,1,3.9,8,2020/12/9 02:59,8,ñkñkìå,8,1,1020.6,0,8,2020/12/9 01:30,0,8,1,51,8,2020/12/9 06:06,8,1,0.0,0,8,2020/12/9 02:58,0,8,1,7.2,8,2020/12/9 01:32,8,ñkìå,8,1,ì‹,8,1,ì‹å„éûÅXâJ,8,1
2020/12/10,0.4,0,8,1,0,1,8,,,,1,2.2,8,1,8.4,8,1,72,8,1,1019.0,8,1,1016.1,8,1,7.5,8,1,9.3,8,1,5.33,8,1,0.0,0,8,1,0,1,8,1,12.2,8,2020/12/10 13:49,8,1,6.9,8,2020/12/10 06:09,8,1,ñkêº,8,1,5.0,8,2020/12/10 11:41,8,ñkêº,8,1,1015.0,0,8,2020/12/10 14:00,0,8,1,54,8,2020/12/10 00:07,8,1,0.0,0,8,2020/12/10 09:03,0,8,1,7.7,8,2020/12/10 11:46,8,êºñkêº,8,1,ì‹àÍéûâJ,8,1,ê∞àÍéûì‹,8,1
2020/12/11,4.3,0,8,1,0,1,8,,,,1,1.7,8,1,9.4,8,1,76,8,1,1016.5,8,1,1013.6,8,1,5.5,8,1,10.2,8,1,7.69,8,1,0,1,8,1,0,1,8,1,14.4,8,2020/12/11 12:56,8,1,5.3,8,2020/12/11 06:25,8,1,ñkêº,8,1,3.2,8,2020/12/11 14:41,8,ìÏìå,8,1,1014.1,0,8,2020/12/11 23:55,0,8,1,56,8,2020/12/11 14:06,8,1,0,1,8,2020/12/12 0:00,1,8,1,5.1,8,2020/12/11 15:27,8,ìÏìÏìå,8,1,ì‹àÍéûê∞,8,1,ì‹,8,1
2020/12/12,2.3,0,8,1,0,1,8,,,,1,2.0,8,1,9.4,8,1,70,8,1,1008.3,8,1,1005.4,8,1,10.0,8,1,11.4,8,1,6.67,8,1,0,1,8,1,0,1,8,1,15.0,8,2020/12/12 13:47,8,1,8.3,8,2020/12/12 06:41,8,1,ñkêº,8,1,4.4,8,2020/12/12 19:03,8,ñkìå,8,1,1004.2,0,8,2020/12/12 13:39,0,8,1,54,8,2020/12/12 13:50,8,1,0,1,8,2020/12/13 0:00,1,8,1,8.7,8,2020/12/12 18:25,8,ìåñkìå,8,1,ì‹,8,1,ê∞éûÅXì‹,8,1
2020/12/13,6.2,0,8,1,0,1,8,,,,1,1.7,8,1,8.6,8,1,72,8,1,1009.2,8,1,1006.2,8,1,3.5,8,1,9.9,8,1,8.66,8,1,0,1,8,1,0,1,8,1,15.4,8,2020/12/13 13:31,8,1,5.9,8,2020/12/14 0:00,8,1,ìå,8,1,4.8,8,2020/12/13 17:55,8,ìå,8,1,1007.3,0,8,2020/12/14 0:00,0,8,1,40,8,2020/12/13 17:30,8,1,0,1,8,2020/12/14 0:00,1,8,1,9.9,8,2020/12/13 17:54,8,ìå,8,1,ê∞å„îñì‹,8,1,ê∞àÍéûì‹,8,1
2020/12/14,4.6,0,8,1,0,1,8,,,,1,2.7,8,1,6.7,8,1,62,8,1,1007.8,8,1,1004.8,8,1,8.5,8,1,8.5,8,1,7.90,8,1,0.0,0,8,1,0,1,8,1,13.1,8,2020/12/14 12:41,8,1,5.5,8,2020/12/14 05:54,8,1,ñkêº,8,1,5.6,8,2020/12/14 03:12,8,ìÏ,8,1,1003.8,0,8,2020/12/14 03:27,0,8,1,39,8,2020/12/14 14:26,8,1,0.0,0,8,2020/12/14 16:12,0,8,1,10.1,8,2020/12/14 09:58,8,êºñkêº,8,1,ì‹àÍéûê∞,8,1,ì‹å„ê∞,8,1
2020/12/15,7.0,0,8,1,0,1,8,,,,1,2.5,8,1,4.1,8,1,45,8,1,1010.8,8,1,1007.8,8,1,4.5,8,1,6.1,8,1,10.46,8,1,0,1,8,1,0,1,8,1,11.3,8,2020/12/15 13:41,8,1,2.0,8,2020/12/15 06:47,8,1,ñkêº,8,1,5.5,8,2020/12/15 20:00,8,ñkñkêº,8,1,1008.4,0,8,2020/12/15 14:31,0,8,1,28,8,2020/12/15 14:13,8,1,0,1,8,2020/12/16 0:00,1,8,1,11.5,8,2020/12/15 19:18,8,ñkêº,8,1,ê∞àÍéûì‹,8,1,âıê∞,8,1
2020/12/16,6.1,0,8,1,0,1,8,,,,1,1.9,8,1,3.5,8,1,43,8,1,1012.0,8,1,1009.0,8,1,2.8,8,1,4.6,8,1,9.46,8,1,0,1,8,1,0,1,8,1,9.6,8,2020/12/16 12:17,8,1,0.5,8,2020/12/16 04:59,8,1,ñk,8,1,3.5,8,2020/12/16 18:18,8,ñkñkìå,8,1,1009.7,0,8,2020/12/16 15:21,0,8,1,22,8,2020/12/16 12:08,8,1,0,1,8,2020/12/17 0:00,1,8,1,6.8,8,2020/12/16 17:28,8,ñk,8,1,ê∞éûÅXì‹,8,1,âıê∞,8,1
2020/12/17,8.9,0,8,1,0,1,8,,,,1,2.7,8,1,3.3,8,1,42,8,1,1017.0,8,1,1013.9,8,1,0.3,8,1,4.3,8,1,11.61,8,1,0,1,8,1,0,1,8,1,9.4,8,2020/12/17 13:31,8,1,-0.1,8,2020/12/17 06:43,8,1,ñkêº,8,1,7.2,8,2020/12/17 13:15,8,ñkêº,8,1,1012.8,0,8,2020/12/17 00:28,0,8,1,15,8,2020/12/17 15:28,8,1,0,1,8,2020/12/18 0:00,1,8,1,13.4,8,2020/12/17 12:51,8,êºñkêº,8,1,âıê∞,8,1,âıê∞,8,1
2020/12/18,8.6,0,8,1,0,1,8,,,,1,1.7,8,1,5.0,8,1,52,8,1,1017.4,8,1,1014.4,8,1,2.5,8,1,6.1,8,1,9.88,8,1,0,1,8,1,0,1,8,1,11.6,8,2020/12/18 13:28,8,1,0.5,8,2020/12/18 01:27,8,1,ìÏ,8,1,3.5,8,2020/12/18 20:18,8,ìÏ,8,1,1013.1,0,8,2020/12/18 23:58,0,8,1,32,8,2020/12/18 11:31,8,1,0,1,8,2020/12/19 0:00,1,8,1,6.1,8,2020/12/18 12:51,8,ìÏìÏìå,8,1,ê∞,8,1,ê∞,8,1
2020/12/19,2.2,0,8,1,0,1,8,,,,1,2.6,8,1,4.4,8,1,48,8,1,1015.4,8,1,1012.4,8,1,5.8,8,1,5.8,8,1,5.98,8,1,0,1,8,1,0,1,8,1,9.4,8,2020/12/19 15:29,8,1,1.6,8,2020/12/19 23:45,8,1,ñkñkêº,8,1,5.4,8,2020/12/19 06:14,8,ñkêº,8,1,1013.0,0,8,2020/12/19 01:42,0,8,1,29,8,2020/12/19 15:50,8,1,0,1,8,2020/12/20 0:00,1,8,1,9.5,8,2020/12/19 04:12,8,êºñkêº,8,1,ì‹éûÅXê∞,8,1,âıê∞,8,1
2020/12/20,8.9,0,8,1,0,1,8,,,,1,2.8,8,1,3.6,8,1,45,8,1,1019.7,8,1,1016.7,8,1,0.8,8,1,4.4,8,1,11.12,8,1,0,1,8,1,0,1,8,1,9.4,8,2020/12/20 13:29,8,1,-0.6,8,2020/12/20 03:18,8,1,ñkñkêº,8,1,5.4,8,2020/12/20 13:43,8,ñkêº,8,1,1017.0,0,8,2020/12/20 00:31,0,8,1,24,8,2020/12/20 14:16,8,1,0,1,8,2020/12/21 0:00,1,8,1,12.6,8,2020/12/20 13:36,8,êºñkêº,8,1,ê∞,8,1,ê∞,8,1
2020/12/21,9.0,0,8,1,0,1,8,,,,1,1.7,8,1,3.5,8,1,40,8,1,1022.0,8,1,1018.9,8,1,0.0,8,1,5.3,8,1,11.44,8,1,0,1,8,1,0,1,8,1,11.2,8,2020/12/21 13:23,8,1,0.1,8,2020/12/21 06:46,8,1,ñkêº,8,1,4.4,8,2020/12/21 00:36,8,ñkñkêº,8,1,1020.3,0,8,2020/12/21 13:43,0,8,1,22,8,2020/12/21 14:39,8,1,0,1,8,2020/12/22 0:00,1,8,1,7.9,8,2020/12/21 00:33,8,ñk,8,1,âıê∞,8,1,âıê∞,8,1
2020/12/22,8.0,0,8,1,0,1,8,,,,1,1.8,8,1,5.4,8,1,61,8,1,1021.9,8,1,1018.9,8,1,1.8,8,1,5.6,8,1,10.35,8,1,0,1,8,1,0,1,8,1,11.7,8,2020/12/22 13:28,8,1,0.5,8,2020/12/22 06:22,8,1,ñkêº,8,1,3.9,8,2020/12/22 21:31,8,êºñkêº,8,1,1019.7,0,8,2020/12/23 0:00,0,8,1,33,8,2020/12/22 12:45,8,1,0,1,8,2020/12/23 0:00,1,8,1,5.8,8,2020/12/22 14:42,8,ìÏìÏìå,8,1,ê∞,8,1,âıê∞,8,1
2020/12/23,8.9,0,8,1,0,1,8,,,,1,2.0,8,1,5.5,8,1,54,8,1,1020.7,8,1,1017.7,8,1,2.5,8,1,7.7,8,1,11.17,8,1,0,1,8,1,0,1,8,1,14.1,8,2020/12/23 13:23,8,1,1.2,8,2020/12/23 07:17,8,1,ìÏìÏìå,8,1,4.2,8,2020/12/23 12:33,8,ñkêº,8,1,1019.1,0,8,2020/12/23 23:57,0,8,1,29,8,2020/12/23 14:08,8,1,0,1,8,2020/12/24 0:00,1,8,1,6.6,8,2020/12/23 12:26,8,ñkêº,8,1,âıê∞,8,1,ê∞éûÅXîñì‹,8,1
2020/12/24,1.7,0,8,1,0,1,8,,,,1,1.9,8,1,5.9,8,1,56,8,1,1012.3,8,1,1009.4,8,1,7.5,8,1,8.0,8,1,4.83,8,1,0,1,8,1,0,1,8,1,12.9,8,2020/12/24 18:11,8,1,2.6,8,2020/12/24 06:56,8,1,ñkêº,8,1,4.2,8,2020/12/24 19:54,8,ñkêº,8,1,1006.3,0,8,2020/12/25 0:00,0,8,1,32,8,2020/12/24 18:13,8,1,0,1,8,2020/12/25 0:00,1,8,1,7.2,8,2020/12/24 18:43,8,ìÏìÏêº,8,1,ì‹àÍéûê∞,8,1,îñì‹àÍéûê∞,8,1
2020/12/25,8.3,0,8,1,0,1,8,,,,1,2.2,8,1,5.4,8,1,49,8,1,1007.7,8,1,1004.8,8,1,5.5,8,1,8.7,8,1,11.02,8,1,0,1,8,1,0,1,8,1,14.0,8,2020/12/25 13:19,8,1,4.7,8,2020/12/25 06:01,8,1,ñkñkêº,8,1,5.0,8,2020/12/25 23:06,8,ñkêº,8,1,1003.6,0,8,2020/12/25 04:43,0,8,1,33,8,2020/12/25 14:03,8,1,0,1,8,2020/12/26 0:00,1,8,1,9.3,8,2020/12/25 07:26,8,ñkêº,8,1,ê∞,8,1,ê∞,8,1
2020/12/26,8.8,0,8,1,0,1,8,,,,1,1.7,8,1,4.8,8,1,51,8,1,1018.8,8,1,1015.8,8,1,2.3,8,1,6.4,8,1,10.43,8,1,0,1,8,1,0,1,8,1,11.8,8,2020/12/26 13:46,8,1,1.5,8,2020/12/26 07:10,8,1,ñkñkêº,8,1,3.8,8,2020/12/27 0:00,8,ñkñkêº,8,1,1014.2,0,8,2020/12/26 00:03,0,8,1,28,8,2020/12/26 13:31,8,1,0,1,8,2020/12/27 0:00,1,8,1,6.5,8,2020/12/26 00:19,8,ñkêº,8,1,ê∞,8,1,ê∞å„ì‹,8,1
2020/12/27,6.8,0,8,1,0,1,8,,,,1,1.9,8,1,6.2,8,1,59,8,1,1022.7,8,1,1019.7,8,1,7.8,8,1,7.8,8,1,10.00,8,1,0,1,8,1,0,1,8,1,12.7,8,2020/12/27 14:06,8,1,3.4,8,2020/12/27 03:36,8,1,ñkñkêº,8,1,3.9,8,2020/12/27 18:44,8,ìåñkìå,8,1,1021.3,0,8,2020/12/27 03:20,0,8,1,30,8,2020/12/27 13:37,8,1,0,1,8,2020/12/28 0:00,1,8,1,7.4,8,2020/12/27 17:26,8,ìå,8,1,ì‹å„ê∞,8,1,ì‹àÍéûê∞,8,1
2020/12/28,4.0,0,8,1,0,1,8,,,,1,1.6,8,1,7.9,8,1,72,8,1,1018.9,8,1,1015.9,8,1,5.5,8,1,8.5,8,1,6.73,8,1,0.0,0,8,1,0,1,8,1,13.5,8,2020/12/28 13:45,8,1,6.2,8,2020/12/28 22:58,8,1,ñkñkêº,8,1,3.5,8,2020/12/28 06:55,8,ñkêº,8,1,1015.1,0,8,2020/12/28 14:29,0,8,1,49,8,2020/12/28 14:17,8,1,0.0,0,8,2020/12/28 08:50,0,8,1,5.6,8,2020/12/28 05:17,8,ñkñkêº,8,1,ì‹å„ê∞,8,1,âıê∞,8,1
2020/12/29,4.5,0,8,1,0,1,8,,,,1,1.6,8,1,7.4,8,1,66,8,1,1017.2,8,1,1014.2,8,1,5.8,8,1,8.7,8,1,7.81,8,1,0,1,8,1,0,1,8,1,13.1,8,2020/12/29 11:10,8,1,4.3,8,2020/12/29 06:28,8,1,ñkñkìå,8,1,3.4,8,2020/12/29 23:40,8,ìÏ,8,1,1007.3,0,8,2020/12/29 23:40,0,8,1,51,8,2020/12/29 15:00,8,1,0,1,8,2020/12/30 0:00,1,8,1,6.1,8,2020/12/29 23:40,8,ìÏìÏêº,8,1,îñì‹àÍéûê∞,8,1,ê∞éûÅXîñì‹,8,1
2020/12/30,1.6,0,8,1,0,1,8,,,,1,3.4,8,1,6.9,8,1,68,8,1,995.4,8,1,992.5,8,1,10.0,8,1,6.9,8,1,4.91,8,1,1.5,0,8,1,0,1,8,1,12.3,8,2020/12/30 13:53,8,1,2.7,8,2020/12/30 23:59,8,1,ñkñkêº,8,1,9.5,8,2020/12/30 21:01,8,ñkêº,8,1,985.8,0,8,2020/12/30 14:19,0,8,1,36,8,2020/12/30 20:41,8,1,1.0,0,8,2020/12/30 09:04,0,8,1,20.8,8,2020/12/30 19:49,8,ñkêº,8,1,ì‹àÍéûâJ,8,1,ê∞éûÅXì‹,8,1
